http://purl.obolibrary.org/obo/DOID_0040093	http://purl.obolibrary.org/obo/FMA_9999	synonym
http://purl.obolibrary.org/obo/DOID_0050004	http://purl.obolibrary.org/obo/SYMP_0000006	restriction
http://purl.obolibrary.org/obo/DOID_0050012	http://purl.obolibrary.org/obo/SYMP_0000064	restriction
http://purl.obolibrary.org/obo/DOID_0050012	http://purl.obolibrary.org/obo/SYMP_0000636	restriction
http://purl.obolibrary.org/obo/DOID_0050012	http://purl.obolibrary.org/obo/SYMP_0000613	restriction
http://purl.obolibrary.org/obo/DOID_0050025	http://purl.obolibrary.org/obo/SYMP_0000613	restriction
http://purl.obolibrary.org/obo/DOID_0050025	http://purl.obolibrary.org/obo/SYMP_0000504	restriction
http://purl.obolibrary.org/obo/DOID_0050025	http://purl.obolibrary.org/obo/SYMP_0019177	restriction
http://purl.obolibrary.org/obo/DOID_0050025	http://purl.obolibrary.org/obo/SYMP_0000487	restriction
http://purl.obolibrary.org/obo/DOID_0050026	http://purl.obolibrary.org/obo/SYMP_0000613	restriction
http://purl.obolibrary.org/obo/DOID_0050026	http://purl.obolibrary.org/obo/SYMP_0000504	restriction
http://purl.obolibrary.org/obo/DOID_0050026	http://purl.obolibrary.org/obo/SYMP_0019177	restriction
http://purl.obolibrary.org/obo/DOID_0050026	http://purl.obolibrary.org/obo/SYMP_0000487	restriction
http://purl.obolibrary.org/obo/DOID_0050035	http://purl.obolibrary.org/obo/SYMP_0019158	restriction
http://purl.obolibrary.org/obo/DOID_0050035	http://purl.obolibrary.org/obo/SYMP_0000636	restriction
http://purl.obolibrary.org/obo/DOID_0050035	http://purl.obolibrary.org/obo/SYMP_0000613	restriction
http://purl.obolibrary.org/obo/DOID_0050041	http://purl.obolibrary.org/obo/SYMP_0000636	restriction
http://purl.obolibrary.org/obo/DOID_0050041	http://purl.obolibrary.org/obo/SYMP_0000613	restriction
http://purl.obolibrary.org/obo/DOID_0050041	http://purl.obolibrary.org/obo/SYMP_0019158	restriction
http://purl.obolibrary.org/obo/DOID_0050042	http://purl.obolibrary.org/obo/SYMP_0000636	restriction
http://purl.obolibrary.org/obo/DOID_0050042	http://purl.obolibrary.org/obo/SYMP_0000613	restriction
http://purl.obolibrary.org/obo/DOID_0050042	http://purl.obolibrary.org/obo/SYMP_0019158	restriction
http://purl.obolibrary.org/obo/DOID_0050043	http://purl.obolibrary.org/obo/SYMP_0000636	restriction
http://purl.obolibrary.org/obo/DOID_0050043	http://purl.obolibrary.org/obo/SYMP_0000613	restriction
http://purl.obolibrary.org/obo/DOID_0050043	http://purl.obolibrary.org/obo/SYMP_0019158	restriction
http://purl.obolibrary.org/obo/DOID_0050046	http://purl.obolibrary.org/obo/SYMP_0000636	restriction
http://purl.obolibrary.org/obo/DOID_0050046	http://purl.obolibrary.org/obo/SYMP_0000613	restriction
http://purl.obolibrary.org/obo/DOID_0050046	http://purl.obolibrary.org/obo/SYMP_0019158	restriction
http://purl.obolibrary.org/obo/DOID_0050047	http://purl.obolibrary.org/obo/SYMP_0019158	restriction
http://purl.obolibrary.org/obo/DOID_0050047	http://purl.obolibrary.org/obo/SYMP_0019142	restriction
http://purl.obolibrary.org/obo/DOID_0050050	http://purl.obolibrary.org/obo/SYMP_0019158	restriction
http://purl.obolibrary.org/obo/DOID_0050050	http://purl.obolibrary.org/obo/SYMP_0000613	restriction
http://purl.obolibrary.org/obo/DOID_0050051	http://purl.obolibrary.org/obo/SYMP_0000504	restriction
http://purl.obolibrary.org/obo/DOID_0050051	http://purl.obolibrary.org/obo/SYMP_0019158	restriction
http://purl.obolibrary.org/obo/DOID_0050051	http://purl.obolibrary.org/obo/SYMP_0000613	restriction
http://purl.obolibrary.org/obo/DOID_0050051	http://purl.obolibrary.org/obo/SYMP_0000487	restriction
http://purl.obolibrary.org/obo/DOID_0050052	http://purl.obolibrary.org/obo/SYMP_0000504	restriction
http://purl.obolibrary.org/obo/DOID_0050052	http://purl.obolibrary.org/obo/SYMP_0000636	restriction
http://purl.obolibrary.org/obo/DOID_0050052	http://purl.obolibrary.org/obo/SYMP_0000638	restriction
http://purl.obolibrary.org/obo/DOID_0050052	http://purl.obolibrary.org/obo/SYMP_0000613	restriction
http://purl.obolibrary.org/obo/DOID_0050052	http://purl.obolibrary.org/obo/SYMP_0000457	restriction
http://purl.obolibrary.org/obo/DOID_0050059	http://purl.obolibrary.org/obo/SYMP_0019147	restriction
http://purl.obolibrary.org/obo/DOID_0050059	http://purl.obolibrary.org/obo/SYMP_0019145	restriction
http://purl.obolibrary.org/obo/DOID_0050059	http://purl.obolibrary.org/obo/SYMP_0000376	restriction
http://purl.obolibrary.org/obo/DOID_0050059	http://purl.obolibrary.org/obo/SYMP_0000309	restriction
http://purl.obolibrary.org/obo/DOID_0050059	http://purl.obolibrary.org/obo/SYMP_0000570	restriction
http://purl.obolibrary.org/obo/DOID_0050073	http://purl.obolibrary.org/obo/SYMP_0000041	restriction
http://purl.obolibrary.org/obo/DOID_0050118	http://purl.obolibrary.org/obo/SYMP_0000030	restriction
http://purl.obolibrary.org/obo/DOID_0050118	http://purl.obolibrary.org/obo/SYMP_0000605	restriction
http://purl.obolibrary.org/obo/DOID_0050118	http://purl.obolibrary.org/obo/SYMP_0000613	restriction
http://purl.obolibrary.org/obo/DOID_0050118	http://purl.obolibrary.org/obo/SYMP_0000124	restriction
http://purl.obolibrary.org/obo/DOID_0050118	http://purl.obolibrary.org/obo/SYMP_0000504	restriction
http://purl.obolibrary.org/obo/DOID_0050120	http://purl.obolibrary.org/obo/SYMP_0000521	restriction
http://purl.obolibrary.org/obo/DOID_0050120	http://purl.obolibrary.org/obo/SYMP_0000047	restriction
http://purl.obolibrary.org/obo/DOID_0050120	http://purl.obolibrary.org/obo/SYMP_0019142	restriction
http://purl.obolibrary.org/obo/DOID_0050125	http://purl.obolibrary.org/obo/SYMP_0000741	restriction
http://purl.obolibrary.org/obo/DOID_0050125	http://purl.obolibrary.org/obo/SYMP_0000742	restriction
http://purl.obolibrary.org/obo/DOID_0050125	http://purl.obolibrary.org/obo/SYMP_0000007	restriction
http://purl.obolibrary.org/obo/DOID_0050125	http://purl.obolibrary.org/obo/SYMP_0000059	restriction
http://purl.obolibrary.org/obo/DOID_0050125	http://purl.obolibrary.org/obo/SYMP_0000450	restriction
http://purl.obolibrary.org/obo/DOID_0050125	http://purl.obolibrary.org/obo/SYMP_0000448	restriction
http://purl.obolibrary.org/obo/DOID_0050127	http://purl.obolibrary.org/obo/SYMP_0000177	restriction
http://purl.obolibrary.org/obo/DOID_0050127	http://purl.obolibrary.org/obo/SYMP_0019177	restriction
http://purl.obolibrary.org/obo/DOID_0050127	http://purl.obolibrary.org/obo/SYMP_0000237	restriction
http://purl.obolibrary.org/obo/DOID_0050127	http://purl.obolibrary.org/obo/SYMP_0000614	restriction
http://purl.obolibrary.org/obo/DOID_0050127	http://purl.obolibrary.org/obo/SYMP_0000613	restriction
http://purl.obolibrary.org/obo/DOID_0050129	http://purl.obolibrary.org/obo/SYMP_0000570	restriction
http://purl.obolibrary.org/obo/DOID_0050130	http://purl.obolibrary.org/obo/SYMP_0019180	restriction
http://purl.obolibrary.org/obo/DOID_0050130	http://purl.obolibrary.org/obo/SYMP_0000570	restriction
